Chrlevel	Year	ContigN50	Platform	Genome_num
no	2012/11/25	26.38 	NGS	1
no	2019/8/22	26.30 	NGS	1
no	2020/7/31	26.28 	NGS	1
no	2017/3/28	26.04 	NGS	1
yes	2022/3/7	26.00 	Other_TGS	1
no	2020/1/14	25.90 	NGS	1
no	2013/5/12	25.59 	NGS	1
yes	2017/10/9	25.49 	NGS	1
yes	2012/5/13	25.40 	NGS	1
no	2017/5/5	25.40 	NGS	1
no	2017/2/15	25.36 	Other_TGS	1
no	2016/12/26	25.30 	NGS	1
yes	2019/10/1	25.20 	NGS	1
no	2014/11/3	25.20 	NGS	1
no	2014/12/24	25.12 	Other_TGS	1
no	2018/1/29	25.02 	NGS	1
no	2016/4/22	25.01 	NGS	1
no	2017/5/25	25.00 	NGS	1
yes	2019/11/25	24.89 	NGS	1
no	2018/6/6	24.70 	NGS	1
no	2019/6/15	24.66 	No_info	1
no	2013/6/9	24.63 	NGS	1
yes	2023/3/16	24.50 	NGS	1
no	2014/7/9	24.20 	NGS	1
yes	2019/5/27	24.04 	NGS	1
no	2020/12/15	24.00 	NGS	1
yes	2022/4/9	24.00 	NGS	1
no	2017/4/10	23.90 	Other_TGS	1
yes	2013/1/27	23.54 	NGS	1
yes	2016/8/26	23.20 	NGS	1
no	2016/4/22	22.72 	NGS	1
no	2018/2/8	22.62 	NGS	1
yes	2022/9/12	22.45 	Other_TGS	1
yes	2020/6/1	22.40 	NGS	1
no	2017/10/5	21.98 	NGS	1
no	2018/12/21	21.96 	NGS	1
yes	2011/11/6	21.95 	NGS	1
no	2015/1/28	21.90 	NGS	1
no	2020/7/31	21.82 	NGS	1
yes	2013/8/27	21.58 	NGS	1
yes	2020/5/11	21.50 	NGS	1
no	2020/8/17	21.45 	NGS	1
no	2010/8/22	21.10 	Sanger	1
yes	2015/1/27	21.10 	Other_TGS	1
yes	2022/5/18	21.03 	Other_TGS	1
no	2018/7/13	21.00 	NGS	1
no	2018/12/7	21.00 	NGS	1
no	2015/11/25	20.90 	NGS	1
no	2023/11/15	20.84 	NGS	1
no	2014/9/10	20.80 	Other_TGS	1
no	2014/9/10	20.76 	Other_TGS	1
no	2014/11/24	20.60 	NGS	1
no	2023/11/15	20.53 	NGS	1
no	2017/10/31	20.40 	NGS	1
no	2020/2/28	20.30 	NGS	1
no	2012/8/14	20.13 	NGS	1
yes	2016/10/18	20.00 	NGS	1
no	2017/5/1	20.00 	NGS	1
yes	2009/11/1	19.80 	NGS	1
yes	2010/12/26	19.80 	NGS	1
no	2023/11/15	19.67 	NGS	1
no	2016/4/2	19.60 	Other_TGS	1
no	2019/11/14	19.32 	NGS	1
no	2023/9/21	19.14 	NGS	1
no	2019/6/14	19.01 	No_info	1
no	2014/11/3	19.00 	NGS	1
no	2014/8/1	19.00 	NGS	1
no	2018/12/7	19.00 	NGS	1
no	2018/6/4	18.95 	Other_TGS	1
no	2018/1/22	18.90 	NGS	1
no	2017/4/18	18.80 	Other_TGS	1
no	2013/1/31	18.70 	NGS	1
no	2012/7/2	18.20 	NGS	1
yes	2017/9/18	18.18 	NGS	1
no	2015/1/12	18.07 	NGS	1
no	2019/11/14	18.07 	NGS	1
no	2020/1/3	17.91 	Other_TGS	1
no	2014/11/3	17.50 	NGS	1
yes	2016/1/20	17.50 	NGS	1
no	2014/7/1	17.38 	NGS	1
no	2017/12/8	17.06 	Other_TGS	1
yes	2023/3/31	17.06 	Other_TGS	1
no	2019/6/19	17.04 	No_info	1
no	2019/12/24	17.00 	NGS	1
no	2023/11/15	16.90 	NGS	1
no	2020/3/31	16.85 	NGS	1
no	2017/5/26	16.60 	NGS	1
no	2017/5/24	16.57 	No_info	1
no	2012/12/25	16.48 	NGS	1
no	2015/9/26	16.40 	Other_TGS	1
no	2014/11/11	16.40 	NGS	1
no	2016/4/22	16.31 	NGS	1
yes	2018/2/15	16.24 	Other_TGS	1
no	2019/9/10	16.20 	NGS	1
no	2018/2/10	16.18 	NGS	1
no	2022/11/2	16.15 	NGS	1
no	2014/11/3	16.10 	NGS	1
yes	2020/6/1	16.10 	NGS	1
yes	2021/6/3	16.10 	Other_TGS	1
no	2017/3/15	16.00 	NGS	1
yes	2022/1/8	15.60 	NGS	1
yes	2019/7/17	15.20 	NGS	1
no	2018/9/12	15.13 	Other_TGS	1
no	2018/7/13	15.00 	NGS	1
no	2016/7/3	14.95 	NGS	1
yes	2014/9/4	14.80 	NGS	1
no	2014/11/3	14.60 	NGS	1
no	2014/7/9	14.60 	NGS	1
no	2016/7/25	14.51 	Other_TGS	1
no	2018/11/29	14.40 	Other_TGS	1
no	2023/11/15	14.35 	NGS	1
yes	2017/1/17	14.30 	Other_TGS	1
no	2020/1/14	14.18 	NGS	1
no	2021/4/3	14.00 	Other_TGS	1
no	2017/8/8	14.00 	NGS	1
no	2019/12/16	13.71 	NGS	1
no	2018/12/21	13.65 	NGS	1
no	2022/9/27	13.53 	NGS	1
yes	2010/8/29	13.40 	NGS	1
no	2017/6/5	13.20 	NGS	1
no	2021/3/22	13.11 	Other_TGS	1
no	2019/10/9	13.09 	NGS	1
no	2018/7/13	13.00 	NGS	1
no	2020/1/6	13.00 	NGS	1
no	2021/12/1	13.00 	NGS	1
no	2015/8/28	12.80 	NGS	1
no	2020/6/15	12.76 	NGS	1
no	2021/1/29	12.76 	NGS	1
yes	2015/11/2	12.50 	NGS	1
no	2020/10/20	12.47 	NGS	1
no	2021/1/28	12.47 	NGS	1
no	2016/6/6	12.38 	Other_TGS	1
no	2018/3/6	12.18 	Other_TGS	1
no	2013/2/24	11.88 	NGS	1
no	2019/8/20	11.70 	NGS	1
yes	2019/8/21	11.60 	NGS	1
no	2019/5/27	11.45 	NGS	1
no	2020/11/10	11.36 	Other_TGS	1
no	2015/4/20	11.20 	NGS	1
no	2015/10/20	11.14 	NGS	1
no	2022/9/27	11.11 	NGS	1
no	2018/7/13	11.00 	NGS	1
no	2008/4/24	11.00 	Sanger	1
no	2018/6/4	10.79 	Other_TGS	1
yes	2015/11/30	10.70 	Other_TGS	1
no	2022/11/26	10.57 	NGS	1
no	2013/6/9	10.30 	NGS	1
no	2019/6/19	10.30 	No_info	1
no	2019/6/14	10.17 	No_info	1
no	2018/7/12	10.12 	Other_TGS	1
no	2014/5/29	10.10 	NGS	1
no	2020/1/9	10.01 	Other_TGS	1
no	2019/10/11	9.76 	NGS	1
no	2019/7/12	9.72 	NGS	1
no	2019/3/4	9.60 	NGS	1
no	2016/4/22	9.53 	NGS	1
no	2015/1/24	9.50 	Other_TGS	1
yes	2013/7/24	9.37 	NGS	1
no	2013/12/28	9.17 	NGS	1
no	2018/1/22	9.15 	NGS	1
yes	2020/5/26	8.80 	NGS	1
no	2014/1/17	8.70 	NGS	1
yes	2013/7/24	8.45 	NGS	1
no	2019/6/15	8.38 	No_info	1
no	2020/1/8	8.26 	No_info	1
no	2016/10/6	8.26 	NGS	1
no	2014/3/20	8.21 	NGS	1
no	2018/11/29	8.20 	NGS	1
no	2018/11/9	8.09 	NGS	1
no	2019/12/3	8.08 	NGS	1
no	2018/5/3	8.07 	NGS	1
no	2018/6/19	7.99 	NGS	1
no	2019/6/14	7.47 	No_info	1
no	2017/12/26	7.40 	NGS	1
no	2016/10/24	7.32 	Other_TGS	1
no	2018/5/14	7.26 	NGS	1
no	2017/10/26	7.21 	Other_TGS	1
no	2019/6/15	7.21 	No_info	1
no	2015/6/9	7.12 	NGS	1
no	2015/6/19	6.76 	NGS	1
yes	2002/4/5	6.69 	Sanger	1
no	2018/10/2	6.69 	NGS	1
no	2014/4/3	6.57 	NGS	1
yes	2015/4/14	6.50 	NGS	1
no	2011/5/29	6.44 	NGS	1
no	2020/2/14	6.37 	No_info	1
no	2020/9/30	6.25 	NGS	1
no	2018/7/24	6.08 	NGS	1
no	2019/4/26	6.01 	NGS	1
yes	2017/9/4	5.94 	Other_TGS	1
no	2016/6/13	5.84 	NGS	1
no	2013/5/29	5.81 	NGS	1
no	2013/7/15	5.79 	NGS	1
no	2013/9/19	5.72 	NGS	1
yes	2017/8/21	5.65 	NGS	1
no	2019/6/15	5.16 	No_info	1
no	2012/5/30	5.10 	NGS	1
no	2012/11/21	5.08 	NGS	1
no	2017/10/31	5.05 	NGS	1
no	2018/7/13	5.00 	NGS	1
no	2013/5/22	5.00 	NGS	1
no	2015/7/29	4.90 	NGS	1
no	2013/5/22	4.87 	NGS	1
no	2019/6/15	4.86 	No_info	1
no	2020/9/30	4.69 	NGS	1
no	2014/11/11	4.60 	NGS	1
yes	2013/3/24	4.51 	NGS	1
no	2017/10/31	4.40 	NGS	1
no	2019/6/15	4.30 	No_info	1
no	2020/3/4	4.26 	NGS	1
no	2016/12/1	4.25 	Other_TGS	1
no	2020/5/28	4.25 	NGS	1
no	2014/6/13	4.21 	NGS	1
no	2018/3/1	4.19 	NGS	1
no	2019/6/14	4.16 	No_info	1
no	2019/6/15	4.09 	No_info	1
no	2010/12/13	3.83 	NGS	1
no	2019/5/27	3.75 	NGS	1
no	2019/6/15	3.71 	No_info	1
no	2017/11/15	3.70 	NGS	1
no	2014/3/25	3.56 	NGS	1
no	2016/11/17	3.52 	NGS	1
no	2020/7/1	3.50 	NGS	1
no	2019/2/15	3.46 	NGS	1
no	2013/3/24	3.42 	NGS	1
no	2014/4/21	3.31 	NGS	1
no	2017/10/31	3.17 	NGS	1
no	2016/2/5	3.10 	NGS	1
no	2014/5/8	3.04 	NGS	1
no	2014/2/1	2.94 	NGS	1
no	2019/6/15	2.83 	No_info	1
no	2019/12/27	2.79 	NGS	1
no	2019/10/18	2.77 	NGS	1
no	2015/8/28	2.56 	NGS	1
no	2018/1/3	2.55 	NGS	1
no	2019/6/20	2.48 	NGS	1
yes	2018/3/14	2.46 	NGS	1
no	2020/12/1	2.44 	NGS	1
no	2017/10/31	2.34 	NGS	1
no	2016/7/13	2.32 	NGS	1
no	2014/4/21	2.20 	NGS	1
yes	2014/7/27	2.20 	NGS	1
no	2019/4/22	2.15 	NGS	1
no	2018/11/13	1.89 	NGS	1
no	2014/7/28	1.88 	NGS	1
no	2019/6/14	1.88 	No_info	1
no	2018/12/14	1.87 	NGS	1
no	2020/12/1	1.76 	Other_TGS	1
no	2020/4/9	1.74 	NGS	1
yes	2017/2/8	1.71 	NGS	1
no	2019/4/9	1.60 	Other_TGS	1
no	2017/1/27	1.55 	NGS	1
no	2019/6/14	1.51 	No_info	1
no	2019/8/1	1.49 	NGS	1
no	2016/2/5	1.48 	NGS	1
yes	2012/10/17	1.43 	NGS	1
no	2014/4/21	1.29 	NGS	1
no	2020/1/9	1.29 	No_info	1
no	2014/4/21	1.28 	NGS	1
no	2019/2/5	1.10 	NGS	1
no	2018/12/18	1.10 	NGS	1
no	2019/6/15	0.94 	No_info	1
yes	2014/7/9	0.83 	NGS	1
no	2019/6/14	0.83 	No_info	1
no	2019/6/14	0.80 	No_info	1
no	2012/9/9	0.74 	NGS	1
no	2014/4/21	0.72 	NGS	1
no	2014/11/20	0.64 	NGS	1
no	2013/10/5	0.47 	NGS	1
no	2020/1/14	0.45 	NGS	1
no	2016/5/20	0.42 	NGS	1
no	2016/5/24	0.37 	NGS	1
no	2018/6/5	0.30 	NGS	1
no	2017/1/25	0.24 	NGS	1
