Year	Size	Type
pan	8180.00 	contig
pan	6025.83 	contig
pan	671.00 	contig
pan	10059.51 	contig
pan	11208.63 	contig
pan	5690.00 	contig
pan	17061.70 	contig
pan	9720.00 	contig
pan	272.00 	contig
pan	13619.36 	contig
pan	9260.00 	contig
pan	10961.80 	contig
pan	14065.94 	contig
pan	14407.05 	contig
pan	11231.29 	contig
pan	10401.82 	contig
pan	11886.91 	contig
pan	10261.08 	contig
pan	14130.34 	contig
pan	10420.16 	contig
pan	7989.43 	contig
pan	15993.98 	contig
pan	13069.22 	contig
pan	18.15 	contig
pan	3600.00 	contig
pan	14108.48 	contig
pan	9417.32 	contig
pan	13776.32 	contig
pan	12342.35 	contig
pan	336.00 	contig
pan	9434.90 	contig
pan	11428.25 	contig
pan	16446.63 	contig
pan	14900.00 	contig
pan	11408.88 	contig
pan	7354.38 	contig
pan	10011.70 	contig
pan	9373.79 	contig
pan	11520.88 	contig
pan	10049.60 	contig
pan	10083.74 	contig
pan	11436.83 	contig
pan	11544.09 	contig
pan	13526.29 	contig
pan	16693.85 	contig
pan	11719.18 	contig
pan	8030.00 	contig
pan	14173.18 	contig
pan	7600.00 	contig
pan	7545.34 	contig
pan	13305.67 	contig
pan	10898.64 	contig
pan	11160.28 	contig
pan	8900.00 	contig
pan	3365.38 	contig
pan	9204.70 	contig
pan	6634.62 	contig
pan	11332.82 	contig
pan	11235.56 	contig
pan	11934.73 	contig
pan	12367.63 	contig
pan	20819.16 	contig
pan	10460.58 	contig
pan	12301.55 	contig
pan	6705.92 	contig
pan	6410.15 	contig
pan	6000.00 	contig
pan	17300.00 	contig
pan	14464.07 	contig
pan	27173.03 	contig
pan	11166.83 	contig
pan	11866.82 	contig
pan	17510.15 	contig
pan	16791.83 	contig
pan	10865.96 	contig
pan	11156.34 	contig
pan	13072.44 	contig
pan	5300.00 	contig
pan	11134.56 	contig
pan	408.00 	contig
pan	1413.00 	contig
pan	9887.09 	contig
pan	905.00 	contig
pan	8894.96 	contig
pan	13500.00 	contig
pan	13923.17 	contig
pan	22998.54 	contig
pan	5255.42 	contig
pan	12160.53 	contig
pan	10168.07 	contig
pan	6500.00 	contig
pan	13721.44 	contig
pan	9800.00 	contig
pan	10820.86 	contig
pan	20456.30 	contig
pan	26729.27 	contig
pan	8161.45 	contig
pan	20924.68 	contig
pan	10417.72 	contig
pan	23418.08 	contig
pan	24246.65 	contig
pan	24654.41 	contig
pan	10256.18 	contig
pan	13932.53 	contig
pan	11675.16 	contig
pan	22451.19 	contig
pan	16896.91 	contig
pan	12944.28 	contig
pan	13483.46 	contig
pan	4102.57 	contig
pan	7415.46 	contig
pan	9637.76 	contig
pan	24864.76 	contig
pan	20718.91 	contig
pan	12750.61 	contig
pan	14237.18 	contig
pan	14020.26 	contig
pan	4827.24 	contig
pan	13725.73 	contig
pan	8230.54 	contig
pan	10673.72 	contig
pan	9370.40 	contig
pan	22992.02 	contig
pan	20953.75 	contig
pan	6941.64 	contig
pan	29362.30 	contig
pan	25045.80 	contig
pan	7126.34 	contig
pan	10447.09 	contig
pan	10446.37 	contig
pan	13908.30 	contig
pan	13351.67 	contig
pan	13517.66 	contig
pan	20272.63 	contig
pan	5606.24 	contig
pan	12781.98 	contig
pan	1063.00 	contig
pan	18608.30 	contig
pan	30614.91 	contig
pan	3450.59 	contig
pan	4527.36 	contig
pan	10047.35 	contig
pan	12326.27 	contig
pan	15991.25 	contig
pan	25857.20 	contig
pan	5239.85 	contig
pan	14008.27 	contig
pan	11154.63 	contig
pan	16129.54 	contig
pan	16578.51 	contig
pan	10432.81 	contig
pan	9346.47 	contig
pan	10645.84 	contig
pan	21500.00 	contig
pan	15500.29 	contig
pan	11734.25 	contig
pan	12789.31 	contig
pan	8605.50 	contig
pan	12419.45 	contig
pan	10400.00 	contig
pan	13764.53 	contig
pan	24799.34 	contig
pan	250.00 	contig
pan	4379.12 	contig
pan	17240.59 	contig
pan	11691.01 	contig
pan	15200.00 	contig
pan	10007.54 	contig
pan	15394.80 	contig
pan	10619.45 	contig
pan	11715.14 	contig
pan	2779.25 	contig
pan	9986.26 	contig
pan	9116.53 	contig
pan	10816.59 	contig
pan	7374.17 	contig
pan	12562.34 	contig
pan	8600.00 	contig
pan	20900.00 	contig
pan	16016.88 	contig
pan	10341.44 	contig
pan	16111.91 	contig
pan	17089.19 	contig
pan	6360.95 	contig
pan	14372.82 	contig
pan	12491.44 	contig
pan	15888.19 	contig
pan	290.02 	contig
pan	9575.90 	contig
pan	12524.21 	contig
pan	13097.86 	contig
pan	7595.29 	contig
pan	9100.00 	contig
pan	15443.51 	contig
pan	30106.52 	contig
pan	11061.48 	contig
pan	13588.74 	contig
pan	7217.55 	contig
pan	10029.81 	contig
pan	10604.95 	contig
pan	9578.17 	contig
pan	12904.19 	contig
pan	10775.90 	contig
pan	14464.86 	contig
pan	11623.09 	contig
pan	17700.00 	contig
pan	15650.82 	contig
pan	9928.06 	contig
pan	14616.44 	contig
pan	504.00 	contig
pan	326.27 	contig
pan	15200.00 	contig
pan	13994.93 	contig
pan	11533.40 	contig
pan	15051.48 	contig
pan	13900.00 	contig
pan	17305.20 	contig
pan	10700.00 	contig
pan	12400.00 	contig
pan	11800.00 	contig
pan	3184.05 	contig
pan	10257.34 	contig
pan	3050.02 	contig
pan	8460.28 	contig
pan	12883.95 	contig
pan	9951.20 	contig
pan	7400.00 	contig
pan	10400.00 	contig
pan	11542.00 	contig
pan	23000.00 	contig
pan	17000.00 	contig
pan	29472.91 	contig
pan	14016.59 	contig
pan	13470.26 	contig
pan	3836.21 	contig
pan	12800.00 	contig
pan	17700.00 	contig
pan	11800.00 	contig
pan	23343.17 	contig
pan	7844.77 	contig
pan	14770.72 	contig
pan	12400.00 	contig
pan	31358.72 	contig
pan	5545.48 	contig
pan	12520.39 	contig
pan	11520.75 	contig
pan	9984.56 	contig
pan	25582.89 	contig
pan	10764.42 	contig
pan	9417.34 	contig
pan	11145.19 	contig
pan	10950.01 	contig
pan	26846.10 	contig
pan	5005.34 	contig
pan	612.48 	contig
pan	15100.00 	contig
pan	24475.90 	contig
pan	13906.52 	contig
pan	26107.60 	contig
pan	443.13 	contig
pan	23694.69 	contig
pan	1534.40 	contig
pan	7925.13 	contig
pan	2279.01 	contig
pan	27041.62 	contig
pan	13655.40 	contig
pan	8844.83 	contig
pan	12153.55 	contig
pan	31071.07 	contig
pan	4000.00 	contig
pan	14062.63 	contig
pan	11641.69 	contig
pan	3562.02 	contig
pan	26629.21 	contig
pan	26742.40 	contig
pan	1381.76 	contig
pan	12545.22 	contig
pan	10225.36 	contig
pan	26862.64 	contig
pan	3457.30 	contig
pan	25531.84 	contig
pan	11532.97 	contig
pan	28557.25 	contig
pan	26931.66 	contig
pan	27600.66 	contig
pan	26449.81 	contig
pan	10477.96 	contig
pan	14004.75 	contig
pan	28397.20 	contig
pan	3545.30 	contig
pan	26001.59 	contig
pan	30319.90 	contig
pan	3763.89 	contig
pan	31466.13 	contig
pan	23748.41 	contig
pan	23512.33 	contig
pan	12982.60 	contig
pan	1607.25 	contig
pan	30016.31 	contig
pan	23802.94 	contig
pan	25342.12 	contig
pan	13110.39 	contig
pan	30518.01 	contig
pan	12583.18 	contig
pan	5110.84 	contig
pan	9232.45 	contig
pan	25818.03 	contig
pan	21315.33 	contig
pan	15391.39 	contig
pan	28504.67 	contig
pan	3432.03 	contig
pan	30494.89 	contig
pan	26682.89 	contig
pan	21128.88 	contig
pan	30254.78 	contig
pan	513.74 	contig
pan	1025.36 	contig
pan	1499.85 	contig
pan	23500.30 	contig
pan	31207.83 	contig
pan	382.84 	contig
pan	421.43 	contig
pan	5539.07 	contig
pan	20956.00 	contig
pan	336.75 	contig
pan	5497.66 	contig
pan	31180.46 	contig
pan	1675.78 	contig
pan	18029.96 	contig
pan	6196.58 	contig
pan	359.64 	contig
pan	397.98 	contig
pan	460.18 	contig
pan	2262.29 	contig
pan	716.09 	contig
pan	312.68 	contig
pan	2081.64 	contig
pan	17826.74 	contig
pan	2253.43 	contig
pan	27338.68 	contig
pan	382.94 	contig
pan	459.46 	contig
pan	473.55 	contig
pan	1161.55 	contig
pan	2664.82 	contig
pan	406.75 	contig
pan	535.06 	contig
pan	419.08 	contig
pan	6472.52 	contig
pan	473.38 	contig
pan	1145.11 	contig
pan	437.98 	contig
pan	490.25 	contig
pan	945.33 	contig
pan	448.37 	contig
pan	867.20 	contig
pan	414.38 	contig
pan	861.76 	contig
pan	456.28 	contig
pan	465.20 	contig
pan	487.30 	contig
pan	5214.07 	contig
pan	438.21 	contig
pan	2489.36 	contig
pan	1435.52 	contig
pan	462.55 	contig
pan	435.04 	contig
pan	962.62 	contig
pan	1782.03 	contig
pan	1002.76 	contig
pan	314.15 	contig
pan	259.20 	contig
pan	1142.35 	contig
pan	1005.75 	contig
pan	7610.32 	contig
pan	1600.19 	contig
pan	830.00 	contig
pan	12445.53 	contig
pan	2003.10 	contig
pan	1091.81 	contig
pan	1340.71 	contig
pan	217.63 	contig
pan	2061.30 	contig
pan	227.79 	contig
pan	2628.15 	contig
pan	1755.03 	contig
pan	397.31 	contig
pan	3275.66 	contig
pan	856.02 	contig
pan	3586.53 	contig
pan	1540.75 	contig
pan	1135.43 	contig
pan	2391.91 	contig
pan	1265.49 	contig
pan	908.73 	contig
pan	299.05 	contig
pan	19706.06 	contig
pan	1327.07 	contig
pan	20967.56 	contig
pan	984.17 	contig
pan	513.80 	contig
pan	818.31 	contig
pan	2311.91 	contig
pan	20595.80 	contig
pan	668.76 	contig
pan	2754.56 	contig
pan	968.62 	contig
pan	1427.03 	contig
pan	737.60 	contig
pan	1567.04 	contig
pan	733.27 	contig
pan	584.54 	contig
pan	688.59 	contig
pan	1286.17 	contig
pan	508.82 	contig
pan	751.66 	contig
pan	861.78 	contig
pan	2928.22 	contig
pan	859.75 	contig
pan	721.40 	contig
pan	1366.92 	contig
pan	1585.10 	contig
pan	459.40 	contig
pan	4070.00 	contig
pan	143.83 	contig
pan	2150.88 	contig
pan	5200.00 	contig
pan	854.32 	contig
pan	1031.05 	contig
pan	927.92 	contig
pan	7760.00 	contig
pan	802.25 	contig
pan	1143.17 	contig
pan	817.52 	contig
pan	1686.04 	contig
pan	1037.00 	contig
pan	680.00 	contig
pan	313.69 	contig
pan	503.59 	contig
pan	724.53 	contig
pan	490.00 	contig
pan	126.88 	contig
pan	1273.00 	contig
pan	34760.00 	contig
pan	800.00 	contig
pan	36143.00 	contig
pan	36897.00 	contig
pan	800.00 	contig
pan	37764.00 	contig
pan	36907.00 	contig
pan	490.00 	contig
pan	35701.00 	contig
pan	18720.00 	contig
pan	14110.00 	contig
pan	1140.00 	contig
pan	6520.00 	contig
pan	680.00 	contig
pan	826.00 	contig
pan	6630.00 	contig
pan	139.43 	contig
pan	4158.31 	contig
pan	1890.00 	contig
pan	1140.00 	contig
pan	310.00 	contig
pan	310.00 	contig
pan	12060.00 	contig
pan	10380.00 	contig
pan	5100.00 	contig
pan	570.00 	contig
pan	1090.00 	contig
pan	1826.92 	contig
pan	7710.00 	contig
pan	41684.00 	contig
pan	1090.00 	contig
pan	570.00 	contig
pan	3480.00 	contig
pan	18880.00 	contig
pan	2320.00 	contig
pan	4001.36 	contig
pan	960.00 	contig
pan	960.00 	contig
pan	1060.00 	contig
pan	288.99 	contig
pan	1060.00 	contig
pan	1000.43 	contig
pan	1334.32 	contig
pan	1410.46 	contig
pan	402.33 	contig
pan	342.00 	contig
pan	116.48 	contig
pan	385.21 	contig
pan	18619.26 	contig
pan	1872.40 	contig
pan	36.03 	contig
pan	163.71 	contig
pan	1056.63 	contig
pan	253.52 	contig
pan	1005.71 	contig
pan	18890.98 	contig
pan	75.81 	contig
pan	87.13 	contig
pan	26988.32 	contig
pan	24064.48 	contig
pan	36685.13 	contig
pan	36166.84 	contig
pan	32792.75 	contig
pan	37230.94 	contig
pan	32800.00 	contig
pan	33272.19 	contig
pan	32991.99 	contig
pan	25596.30 	contig
pan	39172.73 	contig
pan	37013.40 	contig
pan	185.09 	contig
pan	16146.75 	contig
pan	12500.00 	contig
pan	25917.17 	contig
pan	904.36 	contig
pan	9743.61 	contig
pan	3479.16 	contig
pan	24140.79 	contig
pan	9366.62 	contig
pan	6634.70 	contig
pan	15455.72 	contig
pan	29420.00 	contig
pan	18842.62 	contig
pan	22231.02 	contig
pan	15801.64 	contig
pan	12333.94 	contig
pan	27721.62 	contig
pan	14020.64 	contig
pan	19254.05 	contig
pan	28649.12 	contig
pan	2065.17 	contig
pan	2490.98 	contig
pan	25106.69 	contig
pan	21995.38 	contig
pan	20951.57 	contig
pan	5461.16 	contig
pan	28812.41 	contig
pan	17250.85 	contig
pan	28923.31 	contig
pan	25266.90 	contig
pan	2002.00 	contig
pan	28567.61 	contig
pan	24537.53 	contig
pan	23716.78 	contig
pan	22570.06 	contig
pan	2513.00 	contig
pan	2079.00 	contig
pan	32102.30 	contig
pan	41709.02 	contig
pan	34585.03 	contig
pan	9728.58 	contig
pan	593.09 	contig
pan	46617.19 	contig
pan	33062.19 	contig
pan	13707.72 	contig
pan	41697.49 	contig
pan	15538.00 	contig
pan	3691.00 	contig
pan	19105.40 	contig
pan	21065.78 	contig
pan	32221.27 	contig
pan	39124.67 	contig
pan	24904.66 	contig
pan	25992.53 	contig
pan	30680.50 	contig
pan	19807.09 	contig
pan	33713.26 	contig
pan	28646.14 	contig
pan	30450.03 	contig
pan	40565.69 	contig
pan	28148.40 	contig
pan	40524.74 	contig
pan	30611.71 	contig
pan	31210.30 	contig
pan	41556.49 	contig
pan	18163.48 	contig
pan	38573.35 	contig
pan	30686.79 	contig
pan	24394.16 	contig
pan	19769.89 	contig
pan	52167.30 	contig
pan	5164.58 	contig
pan	41588.03 	contig
pan	59600.55 	contig
pan	5554.40 	contig
pan	14349.95 	contig
pan	21182.09 	contig
pan	24.90 	contig
pan	9004.65 	contig
pan	24157.70 	contig
pan	6248.23 	contig
pan	8096.14 	contig
pan	8861.63 	contig
pan	6101.67 	contig
pan	9019.23 	contig
pan	10089.10 	contig
pan	9486.85 	contig
pan	13752.04 	contig
pan	11277.60 	contig
pan	19724.62 	contig
pan	6443.55 	contig
pan	18402.06 	contig
pan	17122.99 	contig
pan	11710.19 	contig
pan	18099.62 	contig
pan	11347.80 	contig
pan	8260.80 	contig
pan	21364.74 	contig
pan	16149.41 	contig
pan	12524.43 	contig
pan	27254.08 	contig
pan	14051.40 	contig
pan	16886.62 	contig
pan	22269.74 	contig
pan	17319.78 	contig
pan	15250.01 	contig
pan	15526.37 	contig
pan	11273.30 	contig
pan	18184.00 	contig
pan	18824.25 	contig
pan	12.00 	contig
pan	9749.08 	contig
pan	18040.67 	contig
pan	29.50 	contig
pan	10641.00 	contig
pan	10317.00 	contig
pan	678.00 	contig
pan	40.32 	contig
pan	449.00 	contig
pan	600.00 	contig
pan	38.96 	contig
pan	12.00 	contig
pan	35.15 	contig
pan	45.44 	contig
pan	45.88 	contig
pan	425.00 	contig
pan	1835.00 	contig
pan	27804.82 	contig
pan	4000.00 	contig
pan	4364.00 	contig
pan	4200.00 	contig
pan	42.13 	contig
pan	546.00 	contig
pan	2799.00 	contig
pan	1550.00 	contig
pan	6160.00 	contig
pan	2920.00 	contig
pan	4650.00 	contig
pan	1880.00 	contig
pan	4270.00 	contig
pan	1740.00 	contig
pan	4700.00 	contig
pan	1410.00 	contig
pan	2044.00 	contig
pan	1846.00 	contig
pan	2933.00 	contig
pan	2850.00 	contig
pan	55.00 	contig
pan	125.00 	contig
pan	54.00 	contig
pan	15717.00 	contig
pan	12.00 	contig
pan	54.00 	contig
pan	12.00 	contig
pan	16.00 	contig
pan	60.00 	contig
pan	13.00 	contig
pan	20100.00 	contig
pan	579.00 	contig
pan	19800.00 	contig
pan	15.00 	contig
pan	53.00 	contig
pan	13.00 	contig
pan	6800.00 	contig
pan	12.00 	contig
pan	2200.00 	contig
pan	78.00 	contig
pan	28800.00 	contig
pan	64.00 	contig
pan	77.00 	contig
pan	7.31 	contig
pan	4.58 	contig
pan	3.26 	contig
pan	3.95 	contig
pan	4.35 	contig
pan	9.66 	contig
pan	5.96 	contig
pan	15.98 	contig
pan	4.04 	contig
pan	5.55 	contig
pan	10.39 	contig
pan	4.18 	contig
pan	6.88 	contig
pan	2.76 	contig
pan	8.15 	contig
pan	5.41 	contig
pan	6.02 	contig
pan	2.65 	contig
pan	5.28 	contig
pan	7.45 	contig
pan	15.82 	contig
pan	1.99 	contig
pan	3.00 	contig
pan	5.44 	contig
pan	11200.00 	contig
pan	10500.00 	contig
pan	22900.00 	contig
pan	102.00 	contig
pan	71.00 	contig
pan	5400.00 	contig
pan	4200.00 	contig
pan	7700.00 	contig
pan	5150.00 	contig
pan	61620.00 	contig
pan	3100.00 	contig
pan	3100.00 	contig
pan	25570.00 	contig
pan	4900.00 	contig
pan	5100.00 	contig
pan	79180.00 	contig
pan	3800.00 	contig
pan	19642.50 	contig
pan	35784.40 	contig
pan	35600.00 	contig
pan	11339.10 	contig
pan	13620.00 	contig
pan	25.20 	contig
pan	19070.70 	contig
pan	2074.00 	contig
pan	28631.00 	contig
pan	52355.10 	contig
pan	27807.20 	contig
pan	1198.00 	contig
pan	6254.90 	contig
pan	39624.10 	contig
pan	49767.10 	contig
pan	651.00 	contig
pan	34102.20 	contig
pan	11426.60 	contig
pan	27971.00 	contig
pan	16177.70 	contig
pan	30489.40 	contig
pan	933.00 	contig
pan	24976.90 	contig
pan	21337.60 	contig
pan	25936.60 	contig
pan	28817.90 	contig
pan	631.00 	contig
pan	485.00 	contig
pan	515.00 	contig
pan	11614.50 	contig
pan	31403.50 	contig
pan	273.00 	contig
pan	49004.20 	contig
pan	498.00 	contig
pan	691.00 	contig
pan	9552.60 	contig
pan	468.00 	contig
pan	11203.10 	contig
pan	634.00 	contig
pan	1250.00 	contig
pan	382.00 	contig
pan	407.00 	contig
pan	1688.00 	contig
pan	881.00 	contig
pan	2237.00 	contig
pan	1340.00 	contig
pan	538.00 	contig
pan	35415.00 	contig
pan	777.00 	contig
pan	517.00 	contig
pan	824.00 	contig
pan	1116.00 	contig
pan	919.00 	contig
pan	706.00 	contig
pan	706.00 	contig
pan	777.00 	contig
pan	1706.00 	contig
pan	852.00 	contig
pan	27704.00 	contig
pan	8980.00 	contig
pan	46203.00 	contig
